,OR,p_value,OR_errlow,OR_errhigh,asymmetric_err,BenjaminiHochberg,correctedP
external side of plasma membrane,0.6371152832947788,0.14915935627297966,0.3258077548746234,1.128217415979141,"[0.31130752842015547, 0.4911021326843621]",False,0.23729897588883128
postsynaptic density,0.6469204751522992,0.10411013101531937,0.35840240806426754,1.0810015327631288,"[0.2885180670880317, 0.4340810576108296]",False,0.17351688502553228
membrane,0.6643641955434763,7.141544478099939e-10,0.5811597382556679,0.7587058096496917,"[0.08320445728780834, 0.09434161410621544]",True,1.2497702836674894e-08
plasma membrane,0.6693636161224202,5.8023261693587254e-08,0.5743019388954281,0.7779086333569092,"[0.0950616772269921, 0.10854501723448895]",True,4.602942384077111e-07
adherens junction,0.7074658225454501,0.3358696603529526,0.3353803969016256,1.3214152101744718,"[0.3720854256438245, 0.6139493876290217]",False,0.4436014382020129
perinuclear region of cytoplasm,0.7318272624343728,0.08803811645615237,0.5013686805192401,1.0357349634633504,"[0.2304585819151327, 0.3039077010289776]",False,0.1503089793153821
endoplasmic reticulum,0.7323424297456901,0.010502346079700353,0.5678749926431894,0.9323694194578255,"[0.16446743710250067, 0.2000269897121354]",True,0.028275547137654795
anchoring junction,0.7483459513322502,0.019625183743194673,0.5782550597898022,0.9557012733902197,"[0.17009089154244805, 0.20735532205796947]",True,0.044314931033020234
other,0.7560561659416997,0.020757627521637942,0.5862111151698802,0.9626547396215541,"[0.16984505077181944, 0.20659857367985446]",True,0.045407310203583
cytoplasm,0.7606701050380834,4.7347867303565953e-05,0.6664710653242351,0.8689414342115307,"[0.09419903971384835, 0.10827132917344728]",True,0.00023673933651782977
Golgi apparatus,0.7700331667085851,0.02783761928337919,0.6027105502742103,0.9723185881644535,"[0.16732261643437485, 0.20228542145586836]",False,0.05567523856675838
cytoskeleton,0.8049509562382337,0.017093842334021905,0.6685899773971447,0.9636411967878024,"[0.136360978841089, 0.1586902405495687]",True,0.039885632112717784
actin cytoskeleton,0.8233291913759724,0.37825342500020465,0.5452140160533918,1.1984502165307849,"[0.27811517532258057, 0.3751210251548125]",False,0.47693761789372774
centrosome,0.8240122453918823,0.28402803533817866,0.5792742220510623,1.1415857936797307,"[0.24473802334082007, 0.31757354828784834]",False,0.38984240144455895
mitochondrion,0.8375728939631291,0.23376890893866364,0.621667237971277,1.1079521345142525,"[0.21590565599185207, 0.2703792405511234]",False,0.3409129922022178
cilium,0.8626590554409979,0.3815500943149822,0.6218171062643268,1.170169475861858,"[0.240841949176671, 0.3075104204208601]",False,0.47693761789372774
synapse,0.8880402638308834,0.3616589290369695,0.6937389822617384,1.1233416500387408,"[0.19430128156914506, 0.23530138620785734]",False,0.4688171302331086
membrane raft,0.9091021203948426,0.8114851196468207,0.5230826919835591,1.4783935004936486,"[0.38601942841128356, 0.569291380098806]",False,0.8606660359890522
neuron projection,0.9281412282831013,0.552932724153522,0.7386060341201345,1.1549295152286252,"[0.18953519416296682, 0.2267882869455239]",False,0.6560218761143481
midbody,0.9457483354774111,1.0,0.5103118257894322,1.6138858784766394,"[0.43543650968797887, 0.6681375429992283]",False,1.0
centriole,0.9574095201935167,1.0,0.5289071676217116,1.605680089812683,"[0.428502352571805, 0.6482705696191664]",False,1.0
cytosol,0.979372017001229,0.7787805995401288,0.8500263483400314,1.1263354263718683,"[0.12934566866119757, 0.14696340937063934]",False,0.8386867995047541
axon,1.001991070483121,0.9411032226432734,0.7343222625674041,1.3402983192009719,"[0.2676688079157169, 0.3383072487178509]",False,0.968782729191605
neuronal cell body,1.0062100616319012,0.9289943398844269,0.6882264777424784,1.4267808872293268,"[0.3179835838894228, 0.42057082559742565]",False,0.968782729191605
dendrite,1.0454400345735957,0.7560001353129637,0.7583670671378493,1.410821284619824,"[0.2870729674357464, 0.36538125004622835]",False,0.8268751479985541
chromatin,1.0728068732932554,0.5093759534891451,0.8608377738678019,1.3251785665137172,"[0.2119690994254535, 0.2523716932204618]",False,0.6147640817972441
protein-containing complex,1.0739515489810618,0.2966178977120684,0.9396273887135715,1.2262888572332833,"[0.13432416026749028, 0.15233730825222147]",False,0.399293323843169
lamellipodium,1.0943895474777505,0.6872402335552477,0.6167734523889942,1.8093364597798378,"[0.47761609508875635, 0.7149469123020873]",False,0.7636002595058307
Z disc,1.111981893849454,0.6644972780967469,0.5990644577995314,1.9014313277966017,"[0.5129174360499225, 0.7894494339471478]",False,0.7502388623672949
perikaryon,1.1162431920976643,0.640441604898108,0.5680163982526676,1.9895804265637524,"[0.5482267938449967, 0.8733372344660881]",False,0.734932989227337
mitochondrial outer membrane,1.1517576470254172,0.6028823031429069,0.5432700719277694,2.1659626425284397,"[0.6084875750976477, 1.0142049955030226]",False,0.7033626870000581
growth cone,1.2007827247076206,0.4821811922676216,0.6760992749088405,1.9876091603899275,"[0.5246834497987801, 0.7868264356823069]",False,0.5921523413812897
intracellular membrane-bounded organelle,1.2074579819628277,0.00941497857666486,1.04539388209592,1.3978301650437825,"[0.16206409986690762, 0.19037218308095483]",True,0.026361940014661606
transcription regulator complex,1.208427926567883,0.24971473922390097,0.8555009849835336,1.6653591441413786,"[0.35292694158434945, 0.45693121757349564]",False,0.35268967794606076
chromosome,1.2392972941830274,0.01708348051358829,1.0342755102150407,1.4774008756030261,"[0.20502178396798665, 0.23810358141999877]",True,0.039885632112717784
nuclear membrane,1.2574774944123324,0.25192119853290057,0.8022047962433256,1.8887084565869112,"[0.45527269816900673, 0.6312309621745789]",False,0.35268967794606076
ciliary basal body,1.3837204063228512,0.19065575273445606,0.7929463948142856,2.2617929963760868,"[0.5907740115085656, 0.8780725900532356]",False,0.2965756153647094
"chromosome, telomeric region",1.403325829967269,0.22612556723104352,0.7120115404926681,2.5110104631853476,"[0.6913142894746009, 1.1076846332180785]",False,0.3367827597058095
kinetochore,1.4247877865559078,0.2071258944592082,0.7837568853480229,2.40263707536602,"[0.6410309012078849, 0.9778492888101122]",False,0.31519157852488205
nucleus,1.4488723357418196,1.4095717181389378e-08,1.2720546762868663,1.6510924365389927,"[0.1768176594549533, 0.20222010079717312]",True,1.4095717181389376e-07
nucleoplasm,1.4947971740104602,9.14664401041853e-09,1.3034530971178118,1.7119810844604069,"[0.19134407689264843, 0.21718391044994667]",True,1.0671084678821618e-07
fibrillar center,1.70669557642848,0.05823538071629962,0.9364377470083995,2.8874963732765235,"[0.7702578294200804, 1.1808007968480436]",False,0.1072757013194993
nuclear body,1.8137018684054111,2.790320213853479e-07,1.4520575279082417,2.245883129432357,"[0.3616443404971694, 0.43218126102694576]",True,1.9532241496974355e-06
nuclear matrix,1.8478775513900154,0.0220613546989081,1.0734701612643414,2.994642076126622,"[0.7744073901256741, 1.1467645247366067]",True,0.0454204361448108
intermediate filament,1.8873292298184614,0.007393088622910158,1.1602179554449141,2.9257223411564754,"[0.7271112743735473, 1.038393111338014]",True,0.02156317515015463
ribonucleoprotein complex,2.075148731998609,5.137361349926701e-07,1.5703350744162163,2.702684159879154,"[0.5048136575823925, 0.6275354278805452]",True,3.2692299499533556e-06
PML body,2.195701359471154,0.004252709890852233,1.2719106148553072,3.5711002411190105,"[0.9237907446158466, 1.3753988816478566]",True,0.01417569963617411
nucleolus,2.345909815456667,4.7602104809400256e-15,1.915187866358836,2.8546188306198887,"[0.4307219490978309, 0.5087090151632219]",True,3.332147336658018e-13
nuclear speck,2.4888865170990755,5.8230111594164e-10,1.8883518888126618,3.2353283358765372,"[0.6005346282864137, 0.7464418187774617]",True,1.2497702836674894e-08
voltage-gated calcium channel complex,2.770052591776446,0.002440078074792054,1.3862733444935813,5.048231954972872,"[1.3837792472828645, 2.278179363196426]",True,0.00854027326177219
spliceosomal complex,3.65294629074084,2.794679560234475e-09,2.445123107226144,5.302699551607084,"[1.2078231835146958, 1.6497532608662442]",True,3.912551384328265e-08
catalytic step 2 spliceosome,4.160469886966394,3.5675753077260604e-06,2.3298473323129145,7.0038296709661285,"[1.8306225546534791, 2.843359783999735]",True,2.081085596173535e-05
SWI/SNF complex,4.271940427427194,0.00014380607785103534,2.031641820999156,8.160842534655702,"[2.240298606428038, 3.8889021072285077]",True,0.0006291515905982796
