,OR,p_value,OR_errlow,OR_errhigh,asymmetric_err,BenjaminiHochberg,correctedP
mitochondrion,0.6949681698183067,0.004525095231600263,0.5283220838447387,0.9000014177931215,"[0.166646085973568, 0.20503324797481481]",True,0.012161193434925707
membrane,0.7055652466274422,6.734129246509614e-10,0.6298659219159296,0.7898690835077335,"[0.07569932471151264, 0.0843038368802913]",True,1.447837787999567e-08
plasma membrane,0.7077993969102836,4.046710977989276e-08,0.6223523513184024,0.8034506514207181,"[0.08544704559188121, 0.09565125451043455]",True,4.971673487243968e-07
other,0.7109960293456049,0.0011111207347014364,0.5699136720833311,0.8785118837663314,"[0.1410823572622738, 0.16751585442072647]",True,0.003822255327372941
centrosome,0.7261134079855336,0.030504403423785704,0.529638306138941,0.9746946160152703,"[0.19647510184659256, 0.2485812080297367]",False,0.0514387979303053
microtubule cytoskeleton,0.7326540048900242,0.0017223812786742317,0.5943929441209294,0.8955126799057976,"[0.13826106076909483, 0.16285867501577345]",True,0.005697107306383998
cytoskeleton,0.7471018274777962,0.0001947262631501408,0.635392080271865,0.8746601552650339,"[0.11170974720593119, 0.12755832778723775]",True,0.000877655106398328
Golgi apparatus,0.7563345335304275,0.0057794022698345465,0.6135429242840641,0.9245581760813498,"[0.14279160924636336, 0.16822364255092237]",True,0.015041132354778861
cytoplasm,0.7611717418523207,2.2468690601569684e-06,0.6796664282787599,0.8529819258757625,"[0.08150531357356083, 0.09181018402344177]",True,1.6102561597791606e-05
cell cortex,0.7671497018692027,0.23215144526473513,0.4906837007161178,1.1486145977064688,"[0.27646600115308495, 0.38146489583726606]",False,0.2979854372054809
midbody,0.7739020548855006,0.36026934081848366,0.4366568248713666,1.277628621072771,"[0.337245230014134, 0.5037265661872704]",False,0.44261661871985136
dendritic spine,0.7791424607259447,0.46016018033440564,0.42024954953459537,1.3302788436087025,"[0.35889291119134936, 0.5511363828827578]",False,0.5347807501183633
perinuclear region of cytoplasm,0.7806745477921965,0.09703149630669905,0.5730016268575474,1.042437750249712,"[0.20767292093464906, 0.2617632024575155]",False,0.13679850298977242
anchoring junction,0.7848378683197843,0.019663711997318624,0.6335428018112438,0.9636920452789426,"[0.15129506650854052, 0.17885417695915828]",True,0.03606063657166154
cell-cell junction,0.8150946576425506,0.21679446727942506,0.5831802149523959,1.1125341458844222,"[0.2319144426901547, 0.2974394882418716]",False,0.2824897603944023
endoplasmic reticulum,0.8179662087789938,0.04502788502141865,0.6657520602389287,0.9969361091597674,"[0.1522141485400651, 0.17896990038077354]",False,0.07171107614522229
synapse,0.8311762883194759,0.07863576556860194,0.6701384335459681,1.0217424021500776,"[0.16103785477350774, 0.19056611383060174]",False,0.1165978592913753
endoplasmic reticulum membrane,0.8629214995635919,0.3123907412300774,0.6523664968133571,1.1232355671762642,"[0.21055500275023475, 0.2603140676126723]",False,0.3893565760258935
centriole,0.8733935395525536,0.6559933655392147,0.5187589002145876,1.3871417157586137,"[0.354634639337966, 0.5137481762060601]",False,0.7295972541504997
cytosol,0.9159085739002226,0.15683919051184977,0.8102713411812383,1.0338481335075436,"[0.10563723271898429, 0.11793955960732094]",False,0.2114085905716211
cilium,0.9358866065368174,0.6617277421364997,0.7164999388825274,1.204934165407198,"[0.21938666765429005, 0.2690475588703807]",False,0.7295972541504997
neuronal cell body,0.9614904588308569,0.8784553084835032,0.6926292792991646,1.3051556444317396,"[0.2688611795316923, 0.34366518560088266]",False,0.9102067051756779
Z disc,0.9713652311533919,1.0,0.5573560886894724,1.5852439629043573,"[0.4140091424639195, 0.6138787317509654]",False,1.0
neuron projection,0.9833163508145296,0.8897406399417958,0.8132434414157008,1.1812683803016466,"[0.1700729093988288, 0.197952029487117]",False,0.910924940892791
protein-containing complex,0.9874937570580561,0.8399068413613571,0.8798629111602883,1.1073885771541456,"[0.10763084589776784, 0.11989482009608954]",False,0.8808779067936183
dendrite,0.9951995139888525,1.0,0.7535103410323627,1.2939545078675225,"[0.24168917295648984, 0.29875499387867]",False,1.0
axon,1.0504946716961578,0.7032303330874285,0.8114291095455531,1.3420993785941497,"[0.2390655621506047, 0.2916047068979919]",False,0.7466396129076401
chromatin,1.0704162717302457,0.45088266540106936,0.8872762168424654,1.283319442016851,"[0.1831400548877803, 0.21290317028660533]",False,0.5347807501183633
perikaryon,1.077630609417886,0.6899541226838631,0.6057440991426724,1.7876232699641592,"[0.47188651027521367, 0.7099926605462732]",False,0.7417006818851529
transcription regulator complex,1.1041083668113711,0.4948110868426058,0.8137035963320104,1.4700200353681685,"[0.29040477047936075, 0.36591166855679735]",False,0.5673833795795213
bicellular tight junction,1.1044737721687534,0.6748520134121987,0.6074926753618191,1.8627991673255342,"[0.49698109680693436, 0.7583253951567808]",False,0.7346490272588493
ciliary basal body,1.1703273259079698,0.45645788287189654,0.7030559566468755,1.8451927567541788,"[0.46727136926109436, 0.674865430846209]",False,0.5347807501183633
mitochondrial outer membrane,1.1721659088832008,0.5510631113746913,0.6289513276525222,2.014909092726712,"[0.5432145812306787, 0.8427431838435111]",False,0.6235714155029402
chromosome,1.1883593511332615,0.027215511899038564,1.0160989714711632,1.3845996655520374,"[0.17226037966209828, 0.19624031441877587]",True,0.04681068046634633
intracellular membrane-bounded organelle,1.2308404666734036,0.0008373207811498157,1.08755989483673,1.3952944994035243,"[0.14328057183667364, 0.16445403273012071]",True,0.0031308516164732245
kinetochore,1.2317999906349644,0.4190428973817784,0.7170810317331878,1.9910331375005752,"[0.5147189589017765, 0.7592331468656108]",False,0.5075730869694781
lamellipodium,1.2531471743546163,0.2995963181310398,0.7977245866524394,1.8871700556893531,"[0.4554225877021769, 0.6340228813347368]",False,0.3789012258716092
nuclear envelope,1.2910445819856065,0.08759307357896606,0.950302290429729,1.7213213723515282,"[0.34074229155587743, 0.4302767903659217]",False,0.12767803945408612
growth cone,1.318149964568925,0.18703753848358645,0.830077589114187,2.0030226372937987,"[0.4880723754547379, 0.6848726727248737]",False,0.24746505091674514
nucleoplasm,1.4665242971273658,1.824185601241945e-10,1.3037780661205056,1.6479945541698973,"[0.16274623100686014, 0.1814702570425315]",True,5.229332056893576e-09
intermediate filament,1.4728077609125911,0.07632679053998609,0.9260473537340661,2.2422427972895154,"[0.546760407178525, 0.7694350363769242]",False,0.1165978592913753
nucleus,1.4977352100550068,5.445928635381291e-13,1.3396825324853399,1.675091542908854,"[0.1580526775696669, 0.17735633285384722]",True,4.6834986264279104e-11
nuclear membrane,1.5266774096964162,0.013614868693891198,1.0773140928139155,2.111892421398528,"[0.44936331688250064, 0.585215011702112]",True,0.028558017260357147
fibrillar center,1.568820012294471,0.07757350295793068,0.9245461591187243,2.5162095085762455,"[0.6442738531757468, 0.9473894962817744]",False,0.1165978592913753
cytoplasmic stress granule,1.655946873822888,0.09174203910104782,0.8331673349845835,2.9964720788329404,"[0.8227795388383045, 1.3405252050100525]",False,0.13149692271150187
nuclear body,1.6866069656709992,2.572730136709498e-07,1.3864873821507908,2.038254058915984,"[0.3001195835202084, 0.35164709324498467]",True,2.212547917570168e-06
"chromosome, telomeric region",1.7359923149461147,0.024569399572132153,1.0364611180710064,2.758197933725362,"[0.6995311968751083, 1.0222056187792472]",True,0.04312180333068092
nuclear chromosome,1.7448999181633997,0.0035040509444189197,1.1990522015790273,2.4702546534597505,"[0.5458477165843725, 0.7253547352963507]",True,0.00972091552322668
ribonucleoprotein complex,1.8220085887582238,4.271074095289118e-06,1.4160532688094507,2.317150731153598,"[0.4059553199487731, 0.49514214239537413]",True,2.6236598013918866e-05
PML body,1.9481570214882369,0.006291228568734954,1.191643694405707,3.0388625404983336,"[0.7565133270825299, 1.0907055190100967]",True,0.015041132354778861
nucleolus,1.9571355311720748,8.56108091245557e-12,1.6250970713335042,2.3438118480408203,"[0.3320384598385706, 0.3866763168687455]",True,3.681264792355895e-10
nuclear speck,2.145912925028259,8.459049433656205e-09,1.667711689147,2.7301623940546698,"[0.47820123588125885, 0.5842494690264108]",True,1.4549565025888672e-07
nuclear matrix,2.2274725176750203,0.00024170711038836454,1.455616148854988,3.294397943944382,"[0.7718563688200324, 1.0669254262693615]",True,0.00098984816635235
nucleosome,2.234272850539493,0.011000276714407077,1.1504038084832462,3.9928735315190536,"[1.0838690420562467, 1.7586006809795607]",True,0.024257020447154068
voltage-gated calcium channel complex,2.3442812716234127,0.00629628796246557,1.2388766848880866,4.110901801695733,"[1.1054045867353262, 1.7666205300723203]",True,0.015041132354778861
spliceosomal complex,2.8605837167709445,2.0285166295141463e-07,1.9486059906490023,4.091826530032475,"[0.9119777261219422, 1.2312428132615305]",True,1.938360334869073e-06
catalytic step 2 spliceosome,2.95714533794837,0.00020410583869728558,1.6578027324528977,4.971577074488265,"[1.2993426054954722, 2.0144317365398954]",True,0.000877655106398328
SWI/SNF complex,3.041678989659377,0.002081313353923426,1.4478153927975104,5.804305296895603,"[1.5938635968618668, 2.7626263072362254]",True,0.006629368460644987
