,OR,p_value,OR_errlow,OR_errhigh,asymmetric_err,BenjaminiHochberg,correctedP
RNA polymerase II transcription regulatory region sequence-specific DNA binding,0.953983307089817,0.7365334644488073,0.754074451060654,1.1947368480537257,"[0.19990885602916308, 0.24075354096390866]",False,0.9069460327716156
protein serine kinase activity,0.9576804412483654,0.9235060232207167,0.6282101532413947,1.4056538337796138,"[0.32947028800697065, 0.44797339253124846]",False,1.0
ubiquitin-protein transferase activity,0.9586385776863248,0.9208028784522226,0.6181834367740396,1.426636197507765,"[0.3404551409122851, 0.4679976198214403]",False,1.0
guanyl-nucleotide exchange factor activity,0.9733865889871864,1.0,0.5946966078426439,1.5121091867168441,"[0.37868998114454255, 0.5387225977296577]",False,1.0
ubiquitin protein ligase activity,0.9762900050100851,1.0,0.5800653594531197,1.5498875252683717,"[0.39622464555696546, 0.5735975202582866]",False,1.0
protein serine/threonine kinase activity,0.9916693852291796,1.0,0.6736761151119287,1.4145023181127858,"[0.31799327011725087, 0.42283293288360624]",False,1.0
protein domain specific binding,0.9929965186984672,1.0,0.7145172582955592,1.349676042789933,"[0.27847926040290794, 0.35667952409146586]",False,1.0
calmodulin binding,1.0011797468974624,1.0,0.5947384849635996,1.5897837031018525,"[0.40644126193386276, 0.5886039562043901]",False,1.0
kinase binding,1.0047004864771243,0.9418105650232518,0.7399504508909212,1.338684978607181,"[0.26475003558620314, 0.33398449213005676]",False,1.0
zinc ion binding,1.005165921180496,0.9412607088272118,0.7380646475817442,1.342784530518736,"[0.2671012735987518, 0.33761860933824006]",False,1.0
molecular adaptor activity,1.0121546228249658,0.9264203211925469,0.6831740989283293,1.4514869589348998,"[0.32898052389663657, 0.43933233610993394]",False,1.0
sequence-specific double-stranded DNA binding,1.021856519641447,0.8318031088299638,0.8231942725427773,1.2582624892305663,"[0.19866224709866975, 0.2364059695891192]",False,0.9917652451434184
transcription cis-regulatory region binding,1.0339220309140378,0.7460362527637483,0.8305464063976351,1.2763840731274818,"[0.20337562451640268, 0.24246204221344403]",False,0.9069460327716156
sequence-specific DNA binding,1.055627367849747,0.5726407522230501,0.8589187560646849,1.2882584115249447,"[0.19670861178506205, 0.2326310436751977]",False,0.7941389390019586
metal ion binding,1.0577066370874368,0.46852120497409744,0.9086077200894207,1.2288357341768272,"[0.14909891699801614, 0.1711290970893904]",False,0.7084954806925376
ATP binding,1.0629335157535846,0.5597032648485236,0.8592390830164213,1.3048241478609917,"[0.20369443273716337, 0.24189063210740702]",False,0.7941389390019586
protein heterodimerization activity,1.0872948476646134,0.6797445265261638,0.5997381613086324,1.827088021698978,"[0.48755668635598093, 0.7397931740343646]",False,0.8780033467629615
double-stranded DNA binding,1.0881245367961432,0.4063562323586607,0.885287856479649,1.3280337641435611,"[0.20283668031649416, 0.23990922734741793]",False,0.6809212542226206
"DNA-binding transcription repressor activity, RNA polymerase II-specific",1.0993982659094723,0.6587781587440669,0.6946899571762039,1.6636244385844392,"[0.40470830873326846, 0.5642261726749669]",False,0.8690265072794073
GTPase activator activity,1.1282430726035724,0.5763911654046474,0.7127756158577003,1.7076822169419295,"[0.41546745674587204, 0.5794391443383571]",False,0.7941389390019586
GTPase activity,1.1568543977883732,0.6174947505755946,0.5681778610413608,2.115317593184724,"[0.5886765367470124, 0.9584631953963509]",False,0.832275533384497
RNA polymerase II-specific DNA-binding transcription factor binding,1.1767528327607262,0.3602469859779055,0.7827081529830703,1.7086089876051638,"[0.3940446797776559, 0.5318561548444376]",False,0.6204253647397261
DNA-binding transcription factor binding,1.1820986093837598,0.32208001755863935,0.8286076018788139,1.6431819066418745,"[0.3534910075049459, 0.4610832972581147]",False,0.6051200329889588
protein-containing complex binding,1.3306867601876937,0.002425223478968331,1.102833318417467,1.5972593049981776,"[0.2278534417702267, 0.26657254481048387]",True,0.011566450438156654
transcription corepressor activity,1.3381409938179016,0.21249001868024237,0.7803321787344889,2.158123326354604,"[0.5578088150834127, 0.8199823325367024]",False,0.47051361279196524
DNA binding,1.3728719040876587,0.00012277878621608465,1.1669051492228633,1.6104430173079056,"[0.20596675486479543, 0.23757111322024693]",True,0.001087469249342464
GTP binding,1.4002876878245738,0.17716042416680863,0.7868260984736752,2.3238292203205106,"[0.6134615893508986, 0.9235415324959368]",False,0.4127594338740369
mRNA binding,1.6384473937346593,0.013762184659975047,1.0944907771692478,2.3729542293038985,"[0.5439566165654115, 0.7345068355692392]",False,0.050191496995203116
transcription coregulator activity,1.6982629828596392,0.00037782269289389156,1.270815432829431,2.233500858394938,"[0.4274475500302082, 0.5352378755352989]",True,0.0026027785510468085
ATP hydrolysis activity,1.7346180374982414,0.0007004737800789023,1.2572169135812252,2.345488206545916,"[0.47740112391701617, 0.6108701690476745]",True,0.0043429374364891945
transcription coactivator activity,1.8348106098851538,0.0010344111724420633,1.2690611430057939,2.5822221620177728,"[0.5657494668793599, 0.747411552132619]",True,0.005344457724283993
mRNA 3'-UTR binding,1.8908613380611123,0.05584049401377701,0.9217201805724063,3.492564223802323,"[0.969141157488706, 1.6017028857412108]",False,0.17348871299050986
chromatin binding,1.9405857820526708,2.514594318051038e-07,1.514823617469064,2.45922704953947,"[0.42576216458360694, 0.5186412674867993]",True,3.1180969543832875e-06
nucleic acid binding,1.967568574679152,7.198056262620257e-21,1.70768001212104,2.2659651663631597,"[0.259888562558112, 0.2983965916840077]",True,2.23139744141228e-19
p53 binding,2.173974088600073,0.01642809350860289,1.0946357807891944,3.9295135371518275,"[1.0793383078108785, 1.7555394485517546]",False,0.056585655418521064
RNA helicase activity,2.278892282400034,0.013445606248137648,1.1463002177441557,4.124734425353268,"[1.1325920646558783, 1.8458421429532343]",False,0.050191496995203116
DNA helicase activity,2.293026739737772,0.0036633338728261212,1.2788438757924399,3.8419608530563165,"[1.0141828639453323, 1.5489341133185444]",True,0.0151417800076813
RNA binding,2.368680653739258,6.45055408636285e-21,1.9931508720896123,2.804819198328975,"[0.3755297816496459, 0.436138544589717]",True,2.23139744141228e-19
single-stranded DNA binding,2.558954382752715,0.0008060091626276296,1.4520392935513202,4.2353638351596175,"[1.1069150892013946, 1.6764094524069026]",True,0.0045429607348102755
voltage-gated calcium channel activity,2.6857452466486595,0.0030663397978250503,1.3456693971912643,4.886640038020183,"[1.3400758494573952, 2.2008947913715238]",True,0.01357950481893951
histone binding,2.720948133139908,1.2537141233762299e-09,2.0007668515962678,3.6376369607417876,"[0.7201812815436401, 0.9166888276018796]",True,2.591009188310875e-08
ATP-dependent chromatin remodeler activity,3.0532042636082473,0.00019336053132957157,1.692132047447582,5.157124806377326,"[1.3610722161606652, 2.103920542769079]",True,0.0014985441178041797
methylated histone binding,4.199870180924696,1.2584762697360023e-07,2.5398103122931577,6.644072632376485,"[1.6600598686315386, 2.4442024514517886]",True,1.9506382180908036e-06
