,OR,p_value,OR_errlow,OR_errhigh,asymmetric_err,BenjaminiHochberg,correctedP
SH3 domain binding,1.1051802596857545,0.6739782311335757,0.6067885063343108,1.868318627348329,"[0.4983917533514437, 0.7631383676625745]",False,0.7352489794184462
other,1.1082696807054826,0.06949611701925298,0.9904219033064867,1.2399028922809707,"[0.11784777739899588, 0.13163321157548813]",False,0.13343254467696572
microtubule binding,1.112074939184166,0.5077369189388783,0.7962409681665015,1.518451017924582,"[0.3158339710176645, 0.40637607874041604]",False,0.5872619785317146
nucleic acid binding,1.1148909666434594,0.07444154275767834,0.9880527470445163,1.256556376268149,"[0.12683821959894315, 0.14166540962468965]",False,0.13988413141053388
protein kinase binding,1.1289796016443314,0.29191229538406016,0.883876421867063,1.4256054525491695,"[0.24510317977726848, 0.29662585090483806]",False,0.4121114758363202
protein homodimerization activity,1.1372791083706768,0.3535279799890958,0.8574912130198485,1.4848108606725967,"[0.27978789535082826, 0.3475317523019199]",False,0.46124513240760334
protein dimerization activity,1.1585939370179168,0.19352645041412708,0.9205527830217323,1.4437956989430218,"[0.23804115399618453, 0.28520176192510505]",False,0.2996538587057451
kinase binding,1.162869769351271,0.17779296023658017,0.9261606001475371,1.4460139616205445,"[0.23670916920373397, 0.28314419226927345]",False,0.2798053144706836
protein-containing complex binding,1.16868524501298,0.04715788320884305,0.9998316521836504,1.3611015618416011,"[0.16885359282932966, 0.19241631682862104]",False,0.10528271600113798
ubiquitin protein ligase activity,1.1813512598109484,0.3479181495273,0.814413071103476,1.6661086503113303,"[0.3669381887074723, 0.4847573905003819]",False,0.46124513240760334
cysteine-type deubiquitinase activity,1.2274687445967176,0.4061292610838312,0.7008458547554628,2.015758180298437,"[0.5266228898412548, 0.7882894357017194]",False,0.4873551133005974
enzyme binding,1.2299191077715,0.004893028979723912,1.0624009898225193,1.4196754558673352,"[0.16751811794898064, 0.1897563480958353]",True,0.01619761317425847
structural molecule activity,1.2452190440496183,0.05534708784495192,0.9851901284459199,1.5578272004683529,"[0.26002891560369834, 0.31260815641873463]",False,0.1130493709173486
cysteine-type endopeptidase activity,1.2569978948982243,0.385918290630656,0.703631315655558,2.0963105448221264,"[0.5533665792426663, 0.8393126499239021]",False,0.4704667090569449
chromatin binding,1.2593297589754873,0.046660648207932955,0.9962788386372181,1.57561171464532,"[0.26305092033826916, 0.31628195566983264]",False,0.10528271600113798
cadherin binding,1.2644569743585252,0.1515127464480761,0.896786834449269,1.741270492563741,"[0.36767013990925623, 0.4768135182052158]",False,0.2507797182588846
microtubule motor activity,1.2655485335780177,0.3271693834608495,0.7222223787950337,2.0796329469951855,"[0.543326154782984, 0.8140844134171679]",False,0.45284191118776795
scaffold protein binding,1.268927401504759,0.38715489599477754,0.6182893761974673,2.3453283223923203,"[0.6506380253072916, 1.0764009208875613]",False,0.4704667090569449
small GTPase binding,1.275806934286307,0.1344511198017897,0.912268889581611,1.7446714312841822,"[0.363538044704696, 0.46886449699787525]",False,0.23048763394592517
ATPase-coupled transmembrane transporter activity,1.2856237172454543,0.3652455278332488,0.704052773199157,2.1805708580056047,"[0.5815709440462973, 0.8949471407601504]",False,0.4661367679439534
ATP hydrolysis activity,1.287588193480254,0.07577057118070585,0.962693936997127,1.6939430470015302,"[0.324894256483127, 0.4063548535212762]",False,0.13988413141053388
"phosphatidylinositol-4,5-bisphosphate binding",1.3145922724240113,0.3555431228975276,0.6142548587612293,2.504372731369283,"[0.700337413662782, 1.1897804589452716]",False,0.46124513240760334
magnesium ion binding,1.3307638239663422,0.20595494219016525,0.8177482623694391,2.0640278276490966,"[0.5130155615969031, 0.7332640036827545]",False,0.30606287425381185
transmembrane transporter binding,1.3876710359129913,0.1757824018373983,0.8300377647454706,2.199654271712124,"[0.5576332711675207, 0.8119832357991328]",False,0.2798053144706836
ubiquitin-protein transferase activity,1.3941508992667382,0.020460468804043806,1.0416042272252357,1.8356603475222066,"[0.3525466720415025, 0.44150944825546845]",False,0.054561250144116814
methylated histone binding,1.4146871585589367,0.23563172669923726,0.734718032488951,2.4994176094982135,"[0.6799691260699857, 1.0847304509392768]",False,0.33762157855413105
GTPase activity,1.4172138097089693,0.14214147210375416,0.8590640613648651,2.2232132224224532,"[0.5581497483441041, 0.805999412713484]",False,0.2393961635431649
growth factor activity,1.4460074104757152,0.16532788492027334,0.8073436301242762,2.419541379358189,"[0.638663780351439, 0.9735339688824738]",False,0.26900808393807185
integrin binding,1.5088154002496281,0.05250922635733689,0.974302122071755,2.249645404907932,"[0.5345132781778731, 0.7408300046583041]",False,0.11215842590659039
ATPase binding,1.5152628932562042,0.22939410668707366,0.7055624571836558,2.900502396032427,"[0.8097004360725484, 1.385239502776223]",False,0.3336641551811981
histone deacetylase binding,1.5260645439745273,0.08916108424247057,0.911283725994036,2.424121785596508,"[0.6147808179804913, 0.8980572416219805]",False,0.15850859420883656
protein heterodimerization activity,1.5569059944715335,0.019851117675622962,1.0508614865103358,2.237812074509807,"[0.5060445079611977, 0.6809060800382736]",False,0.054448779910280125
histone binding,1.5635406543796717,0.004417550652410073,1.1472268525377998,2.0922138462142073,"[0.41631380184187194, 0.5286731918345355]",True,0.015706846764124704
protein tyrosine phosphatase activity,1.577480237308682,0.11219250281403673,0.8172478700285652,2.7961374404318735,"[0.7602323672801168, 1.2186572031231915]",False,0.1958269140026823
RNA binding,1.629786117559613,9.536264577565448e-10,1.397084362040931,1.89492389941131,"[0.23270175551868189, 0.2651377818516971]",True,1.3078305706375471e-08
protein-folding chaperone binding,1.6916722635777341,0.052681790476016246,0.9599832551548041,2.799902110265076,"[0.73168900842293, 1.108229846687342]",False,0.11215842590659039
heparin binding,1.7014559111634036,0.011855970983280475,1.1059260854223436,2.5250820627600414,"[0.59552982574106, 0.8236261515966379]",True,0.03449009740590683
chromatin DNA binding,1.730312826385515,0.031067393959443926,1.0154291498773713,2.7899861709501272,"[0.7148836765081437, 1.0596733445646123]",False,0.0764735851309389
double-stranded RNA binding,1.739950973658876,0.06315495633460824,0.8992152895160423,3.0941474884133173,"[0.8407356841428337, 1.3541965147544412]",False,0.12373215934943657
collagen binding,1.8420149825628886,0.05374257908024123,0.9505052188676517,3.2823172143301886,"[0.8915097636952369, 1.4403022317673]",False,0.11215842590659039
GTP binding,1.9556725340863577,0.0006429201387977844,1.3234121553970641,2.8084187006663766,"[0.6322603786892935, 0.8527461665800189]",True,0.0028054696965721503
protein serine/threonine phosphatase activity,2.090234846503881,0.017579768212039333,1.1045478325350124,3.665710575916559,"[0.9856870139688685, 1.5754757294126782]",True,0.04963699259869929
myosin phosphatase activity,2.178999365798557,0.03089808576246619,1.0031705104477315,4.237078420728761,"[1.1758288553508254, 2.0580790549302037]",False,0.0764735851309389
ubiquitin binding,2.216582489110973,0.002242360066772312,1.3126866802238948,3.5578605041056983,"[0.9038958088870781, 1.3412780149947254]",True,0.008610662656405678
kinesin binding,2.2810776488775018,0.010061731646578607,1.169395929668065,4.100250530112693,"[1.1116817192094368, 1.8191728812351915]",True,0.030881340155474214
microtubule plus-end binding,2.5379527111422036,0.010293780051824738,1.1613824811442055,4.976849166679287,"[1.376570229997998, 2.4388964555370833]",True,0.030881340155474214
tau protein binding,2.760743005075448,0.002879012208969615,1.361593408017397,5.131895325361864,"[1.3991495970580508, 2.371152320286416]",True,0.01063019892542627
Hsp90 protein binding,3.1737447328179993,0.0016252935112539355,1.4996274596021322,6.118077209909521,"[1.6741172732158671, 2.944332477091522]",True,0.006783833786103383
unfolded protein binding,3.188522530258422,4.23563336083948e-06,1.9643429318089494,4.9779395586924355,"[1.2241795984494726, 1.7894170284340136]",True,3.1278523280045394e-05
structural constituent of ribosome,3.823064733712465,0.00042811358060558817,1.788286120748768,7.474192074838698,"[2.034778612963697, 3.6511273411262333]",True,0.0021631001967440245
disordered domain specific binding,4.717854643632751,2.1121548144855203e-05,2.335694299133386,8.89073669100312,"[2.3821603444993644, 4.172882047370369]",True,0.00012672928886913124
ATP-dependent protein folding chaperone,5.065489072046016,5.2153881697465825e-05,2.3252222210074565,10.169741134913927,"[2.7402668510385593, 5.1042520628679116]",True,0.00027815403571981775
sodium-independent organic anion transmembrane transporter activity,5.872850679881513,4.050582998415996e-05,2.547752039822822,12.429979640776908,"[3.3250986400586915, 6.557128960895395]",True,0.0002287388046164327
collagen fibril binding,18.76034311683574,3.279873966117467e-09,7.218709582089174,49.36951323724912,"[11.541633534746568, 30.60917012041338]",True,3.935848759340961e-08
nucleosomal DNA binding,25.71447858850571,1.1145406586539022e-15,11.690672789974961,58.65679585272887,"[14.023805798530748, 32.94231726422316]",True,5.349795161538731e-14
structural constituent of chromatin,25.827645150887385,1.7888427775160966e-20,13.126955206828724,52.16594255993284,"[12.700689944058661, 26.338297409045452]",True,1.7172890664154527e-18
