,OR,p_value,OR_errlow,OR_errhigh,asymmetric_err,BenjaminiHochberg,correctedP
dendritic spine,1.2832990718227653,0.23507652511381855,0.807777326523388,1.951121618493476,"[0.4755217452993773, 0.6678225466707108]",False,0.43326231140524424
mitotic spindle,1.291225610363476,0.23300413697240674,0.812697565680127,1.963377471229024,"[0.4785280446833491, 0.6721518608655479]",False,0.43326231140524424
membrane raft,1.2943927556025947,0.13895424943184462,0.8871965392476149,1.834569246027999,"[0.4071962163549798, 0.5401764904254043]",False,0.31136044780098515
voltage-gated potassium channel complex,1.3002114273327698,0.3776868363480348,0.6338548416658286,2.4015298432180257,"[0.6663565856669412, 1.1013184158852558]",False,0.5595442794162788
nucleus,1.3073591057052496,6.928707258992422e-07,1.1745747171356202,1.4554307866921827,"[0.13278438856962937, 0.14807168098693313]",True,1.1976765404829757e-05
mitochondrial inner membrane,1.3336050100203667,0.19137242924124986,0.8476016922785914,2.012216842754574,"[0.4860033177417753, 0.6786118327342074]",False,0.39247565996934297
mitochondrion,1.3344360194244584,0.004332734723057909,1.091240059950197,1.6200058854986579,"[0.24319595947426143, 0.28556986607419943]",True,0.026213045074500348
intracellular membrane-bounded organelle,1.3396643687618277,1.3663959497318161e-06,1.1861800939868048,1.5155740390373604,"[0.1534842747750229, 0.17590967027553273]",True,2.0666738739693717e-05
cytoplasm,1.3510409459778758,3.686816627096726e-07,1.1994139654206688,1.524113205065166,"[0.15162698055720703, 0.17307225908729018]",True,7.435080197978398e-06
spliceosomal complex,1.3625948040478366,0.18144227389560158,0.8160411331421312,2.1566142611180945,"[0.5465536709057054, 0.7940194570702579]",False,0.3904385521408923
protein-containing complex,1.3756984981703073,6.152439141244061e-09,1.2348179203200322,1.532177331471236,"[0.14088057785027508, 0.1564788333009286]",True,1.8611128402263284e-07
early endosome membrane,1.3814139179358735,0.13325586825114344,0.8591745919742874,2.121651124596577,"[0.5222393259615862, 0.7402372066607035]",False,0.3042256614790256
axoneme,1.412039301557261,0.10030593224097216,0.9135527885249032,2.1005150273300504,"[0.4984865130323578, 0.6884757257727894]",False,0.2427403560231526
spindle,1.4220372794721543,0.01073570345863938,1.0761072172019832,1.8510939243926199,"[0.3459300622701711, 0.4290566449204656]",True,0.048111856240569066
microtubule,1.4352316743978883,0.004894555985353342,1.108061352841471,1.8353994484469618,"[0.32717032155641745, 0.40016777404907344]",True,0.028201965439416877
nucleoplasm,1.4358993972213285,4.98450478398025e-10,1.2811766964782527,1.6078190878646414,"[0.15472270074307581, 0.17191969064331292]",True,2.0104169295387008e-08
kinesin complex,1.4388091975691093,0.21572011215741044,0.7250823115996088,2.5979905282128057,"[0.7137268859695005, 1.1591813306436964]",False,0.42790382903355184
endosome membrane,1.4627324787946228,0.008987938074120363,1.0933256828999294,1.9250096413937063,"[0.3694067958946934, 0.4622771625990836]",True,0.04182848103725246
cytosol,1.4715772106274643,5.6970392257172905e-12,1.3180103700624983,1.64208199715143,"[0.15356684056496595, 0.17050478652396572]",True,3.446708731558961e-10
lateral plasma membrane,1.493310826467075,0.2335025287445075,0.6964203731908749,2.852427296995196,"[0.7968904532762, 1.3591164705281211]",False,0.43326231140524424
cis-Golgi network,1.5081792029523133,0.1628464647436535,0.7830182753824082,2.6657810966345004,"[0.7251609275699051, 1.157601893682187]",False,0.3582622224360377
late endosome,1.513877711671543,0.03057766102729621,1.0295323317794403,2.161282218982815,"[0.4843453798921027, 0.647404507311272]",False,0.09736571011323267
fibrillar center,1.53614210712906,0.08846300743922407,0.9181029857747616,2.4374966288953237,"[0.6180391213542984, 0.9013545217662637]",False,0.22094769068808356
motile cilium,1.5824861643175365,0.015293292253817838,1.0755353225771156,2.260861126790626,"[0.5069508417404209, 0.6783749624730893]",False,0.05607540493066541
"chromosome, telomeric region",1.6065941480867165,0.05929641856359877,0.9594182719307078,2.5519205547639783,"[0.6471758761560087, 0.9453264066772618]",False,0.15944148102656558
late endosome membrane,1.7224279741883237,0.031601661340074284,1.0119976558192165,2.7731766223429206,"[0.7104303183691072, 1.050748648154597]",False,0.09804618005510227
nucleolus,1.723709865069959,2.8354893070328226e-08,1.4283247080310852,2.0678878358955632,"[0.2953851570388737, 0.3441779708256043]",True,6.861884123019431e-07
nuclear matrix,1.743143471489075,0.015231075510189537,1.1031671506416227,2.643911123591149,"[0.6399763208474523, 0.900767652102074]",False,0.05607540493066541
mitochondrial matrix,1.771227201828729,0.001471222507064717,1.246687249234852,2.4575241156601826,"[0.524539952593877, 0.6862969138314536]",True,0.011867861556988716
cytoplasmic side of plasma membrane,1.7957760167766061,0.021650935165317454,1.0700288550426098,2.860317219156301,"[0.7257471617339963, 1.0645412023796947]",False,0.07485037585724034
ribonucleoprotein complex,1.806047225803186,3.0524370853215663e-06,1.4142272243422611,2.281513290971685,"[0.391820001460925, 0.47546606516849876]",True,4.1038320813767725e-05
axon cytoplasm,1.8068148926679921,0.05630912508503666,0.9339965939725793,3.212077109942761,"[0.8728182986954128, 1.4052622172747689]",False,0.1548500939838508
"chromosome, centromeric region",1.8439548518276745,0.0005588033184266033,1.2971243688570382,2.560164480913233,"[0.5468304829706363, 0.7162096290855586]",True,0.004829657252115643
synaptic vesicle,1.8584552040807287,0.006410477821607559,1.1861703651538866,2.8005528389932146,"[0.6722848389268421, 0.9420976349124859]",True,0.03431622181293602
sperm flagellum,1.8814959645433549,0.006659256833235615,1.1767939163888235,2.883054735873223,"[0.7047020481545314, 1.001558771329868]",True,0.03431622181293602
kinetochore,1.927973114579814,0.0017324799171139485,1.2618301321487362,2.8462089807887265,"[0.6661429824310778, 0.9182358662089125]",True,0.013101879373174235
Cajal body,1.982109475594912,0.04454823301397579,0.9169209064745778,3.828685449598987,"[1.0651885691203342, 1.846575974004075]",False,0.128341337968835
catalytic step 2 spliceosome,2.013865760312452,0.026640085519848367,1.0379177247414706,3.594424895761004,"[0.9759480355709815, 1.580559135448552]",False,0.08712027967301764
synaptic vesicle membrane,2.1212187032644123,0.012343814216447252,1.149690894766924,3.646625302059722,"[0.9715278084974883, 1.5254065987953096]",False,0.05334291143536134
melanosome,2.312870121725203,0.0068065233347972265,1.220098581482904,4.06543987965796,"[1.092771540242299, 1.7525697579327573]",True,0.03431622181293602
heterochromatin,2.423780555813881,0.0003970920969607883,1.4728352027725726,3.8119251275937756,"[0.9509453530413083, 1.3881445717798946]",True,0.0037332593537089745
autophagosome,2.4440356570613977,0.0002669352000964986,1.5027417254429756,3.8072467228884825,"[0.9412939316184221, 1.3632110658270848]",True,0.0029362872010614844
euchromatin,2.5789741598961413,0.0023376569132104175,1.355519614684681,4.555116264700941,"[1.2234545452114602, 1.9761421048047998]",True,0.015714249249914474
nucleosome,6.22900665326653,6.57189915019409e-14,4.015202606462737,9.443320576767466,"[2.2138040468037925, 3.214313923500936]",True,7.95199797173485e-12
