,OR,p_value,OR_errlow,OR_errhigh,asymmetric_err,BenjaminiHochberg,correctedP
caveola,0.913008742207766,0.8081548672157355,0.5244076324120536,1.5013124078144153,"[0.3886011097957124, 0.5883036656066494]",False,0.9250518868647661
neuron projection,0.9185947981798879,0.1748310947990967,0.8111618377939923,1.03778815809819,"[0.10743296038589556, 0.11919335991830216]",False,0.36322667109122675
postsynaptic membrane,0.9289601206253877,0.7059487666129753,0.6707755261153531,1.261692370107333,"[0.2581845945100346, 0.33273224948194535]",False,0.8832196480826234
neuromuscular junction,0.9412603910933428,0.9021391745685621,0.5401531890603223,1.5495343602766019,"[0.4011072020330205, 0.608273969183259]",False,0.9698573394657434
nuclear membrane,0.9465212784741855,0.7485079218920556,0.7214588924256534,1.2253405514767057,"[0.22506238604853213, 0.2788192730025202]",False,0.901952045879927
photoreceptor connecting cilium,0.9503780162961121,1.0,0.4872704375137619,1.7083019510339477,"[0.46310757878235015, 0.7579239347378356]",False,1.0
ruffle membrane,0.959748017124595,0.9145286304675996,0.5974545686983924,1.4793820563737758,"[0.3622934484262026, 0.5196340392491808]",False,0.9752274333747412
membrane,0.9650121418419574,0.335206625116924,0.8979539460041434,1.037012500763926,"[0.06705819583781403, 0.07200035892196854]",False,0.5385653110211912
mitochondrial outer membrane,0.9665619339619451,0.9231232569616936,0.6352056673042346,1.4240326386010826,"[0.33135626665771056, 0.4574707046391375]",False,0.9800559688447937
ciliary basal body,0.9678400142042585,0.9353695487029537,0.684761153788053,1.3384169358742477,"[0.28307886041620545, 0.37057692166998923]",False,0.9887020229711047
voltage-gated calcium channel complex,0.9713223148479118,1.0,0.536084587360483,1.6499460276672422,"[0.4352377274874287, 0.6786237128193304]",False,1.0
Golgi apparatus,0.9722832707819884,0.6748204037179493,0.8611529708484328,1.0953408613764861,"[0.11113029993355561, 0.12305759059449772]",False,0.8832196480826234
synaptic membrane,0.9770707170997628,0.8975124882129806,0.7459152989761526,1.263246490784332,"[0.23115541812361018, 0.28617577368456915]",False,0.9698573394657434
spindle pole,0.9795588125716397,0.9398255170639529,0.7115733993377746,1.3237568457072277,"[0.26798541323386504, 0.34419803313558806]",False,0.9890740157747278
cell projection,0.9805071331375902,0.6987913439828313,0.8898290262568214,1.0791647145475955,"[0.09067810688076883, 0.09865758141000536]",False,0.8832196480826234
Z disc,0.9807658518502288,1.0,0.6966509645926627,1.3517335222824258,"[0.28411488725756606, 0.370967670432197]",False,1.0
nuclear pore,0.9847611101002204,1.0,0.5907794324503284,1.5651230113873404,"[0.393981677649892, 0.5803619012871201]",False,1.0
trans-Golgi network,0.985788529155151,1.0,0.7334253504970721,1.304296463341332,"[0.2523631786580789, 0.31850793418618106]",False,1.0
intercellular bridge,0.9938379291420784,1.0,0.5788943914455594,1.6179198649482194,"[0.4149435376965189, 0.624081935806141]",False,1.0
filopodium,0.9941353260063894,1.0,0.6248212358222215,1.5208448304579347,"[0.36931409018416794, 0.5267095044515453]",False,1.0
I band,0.995604650806703,1.0,0.7153569711600681,1.3585737770900352,"[0.2802476796466349, 0.3629691262833322]",False,1.0
chromatin,0.9966381319904024,0.9754821267215339,0.8807042965253732,1.125249920201884,"[0.11593383546502922, 0.12861178821148156]",False,1.0
synapse,0.9995073005570165,1.0,0.8792417534808041,1.133378697861774,"[0.1202655470762124, 0.1338713973047574]",False,1.0
clathrin-coated pit,1.0033212076483964,1.0,0.574645325203265,1.655835534344766,"[0.42867588244513144, 0.6525143266963696]",False,1.0
nuclear speck,1.005053003864495,0.9571901888999601,0.8065556735253908,1.2418743892870956,"[0.1984973303391041, 0.23682138542260067]",False,1.0
extracellular exosome,1.0069878954336966,0.901668826523426,0.8896407004892873,1.1371976786047724,"[0.11734719494440926, 0.1302097831710758]",False,0.9698573394657434
dendrite,1.0114509765817403,0.8963693655467342,0.8483372052541511,1.1996816166691082,"[0.1631137713275892, 0.1882306400873679]",False,0.9698573394657434
Flemming body,1.0161775976764151,0.8815851471549574,0.5197415766254113,1.8325411177858013,"[0.4964360210510038, 0.8163635201093862]",False,0.9698573394657434
endoplasmic reticulum membrane,1.0163896754042216,0.8370233932266722,0.8608916197808131,1.194509868258451,"[0.15549805562340857, 0.1781201928542293]",False,0.9515218762623963
endoplasmic reticulum,1.0167628609722852,0.7844120471000022,0.9004474249410205,1.1456027409313143,"[0.11631543603126471, 0.12883987995902912]",False,0.9164037732306645
extracellular vesicle,1.0172691501297244,0.7824586946532908,0.8998724445611495,1.1474171371982442,"[0.11739670556857495, 0.13014798706851982]",False,0.9164037732306645
protein-DNA complex,1.0188892914109904,0.7615595317576117,0.9026051612515809,1.1476667661239954,"[0.11628413015940953, 0.12877747471300505]",False,0.9080572211287924
extrinsic component of membrane,1.023038663654285,0.8569528502899824,0.7999393033008,1.2945296298529712,"[0.223099360353485, 0.2714909661986862]",False,0.9641328196027508
sarcolemma,1.0237436598056135,0.8710458371845105,0.7295193329237443,1.4073586360711177,"[0.2942243268818693, 0.3836149762655041]",False,0.966486708296954
perikaryon,1.0242350549529817,0.8617800158549789,0.7105259842563729,1.4413759446490166,"[0.3137090706966088, 0.4171408896960349]",False,0.9641328196027508
nuclear body,1.0243804546160906,0.7326753591068569,0.8795766548288624,1.188556375205871,"[0.14480379978722824, 0.16417592058978037]",False,0.8873103595213695
endomembrane system,1.0273675054829128,0.5208782650544175,0.9465473540750334,1.1144352931703603,"[0.08082015140787935, 0.0870677876874475]",False,0.717323782160655
transcription repressor complex,1.027529381032525,0.9054684704555696,0.6156722652010685,1.63564965182453,"[0.41185711583145646, 0.608120270792005]",False,0.9698573394657434
mediator complex,1.0304154722459233,0.8641190416356604,0.4718666952977795,2.018929443511659,"[0.5585487769481439, 0.9885139712657356]",False,0.9641328196027508
secretory granule membrane,1.0333586756913942,0.7857960694301916,0.7814755509157171,1.3476855898233522,"[0.2518831247756771, 0.314326914131958]",False,0.9164037732306645
fibrillar center,1.0344532213380981,0.8491689469723332,0.6932306787632456,1.4998238233136765,"[0.3412225425748525, 0.46537060197557834]",False,0.9607967897668184
endocytic vesicle,1.0347864441165484,0.7871185936047616,0.7842720228640997,1.3469017832556567,"[0.2505144212524487, 0.31211533913910827]",False,0.9164037732306645
neuronal cell body,1.0351365250199278,0.7270539982838657,0.8462654803590548,1.257411659659302,"[0.188871044660873, 0.2222751346393741]",False,0.8849495635677356
focal adhesion,1.0378399977984163,0.7219679281007336,0.8149661517234082,1.3082480804678114,"[0.22287384607500804, 0.2704080826693951]",False,0.8832196480826234
Schaffer collateral - CA1 synapse,1.0421907987450953,0.8028716995523522,0.6061645739368808,1.6998269384217652,"[0.4360262248082145, 0.6576361396766699]",False,0.9250518868647661
cytoplasmic ribonucleoprotein granule,1.0455898316959797,0.7205314640009033,0.7791754849000344,1.3817866891725958,"[0.26641434679594533, 0.3361968574766161]",False,0.8832196480826234
Golgi membrane,1.0457180781561088,0.6471323764616504,0.8519192071315678,1.2744273152113363,"[0.19379887102454108, 0.2287092370552275]",False,0.8569170479519658
sarcoplasmic reticulum membrane,1.0463384959883653,0.8742493875881161,0.5179489883586799,1.9356892569864887,"[0.5283895076296854, 0.8893507609981235]",False,0.966486708296954
photoreceptor inner segment,1.0464188517466766,0.7971658864128739,0.5985207092892837,1.7299557055425305,"[0.4478981424573929, 0.6835368537958539]",False,0.9236393203149164
cell body,1.0560798200192816,0.5668406863559616,0.8724063519012811,1.2705876868157144,"[0.18367346811800045, 0.21450786679643286]",False,0.7674640753471166
cytoskeleton,1.0572090644857446,0.2341742598877909,0.9626662958023371,1.159855168707006,"[0.0945427686834075, 0.10264610422126141]",False,0.43412305102275084
lipid droplet,1.058153503817211,0.809900199703177,0.633459605250795,1.6862799953282823,"[0.42469389856641593, 0.6281264915110714]",False,0.9250518868647661
growth cone,1.0600782977530057,0.6957673911173173,0.7689108266507959,1.4350585581575863,"[0.29116747110220975, 0.37498026040458066]",False,0.8832196480826234
vesicle,1.0620095577556226,0.178422177232559,0.9723804286386376,1.1589577961646549,"[0.08962912911698495, 0.09694823840903233]",False,0.36751918558159585
chromosome,1.080033329178492,0.14238628972468786,0.9728641268915575,1.1972983194725717,"[0.1071692022869345, 0.11726499029407966]",False,0.32681043641571217
trans-Golgi network membrane,1.0823395592965477,0.7159753797828683,0.6474857465877965,1.726342979563117,"[0.43485381270875123, 0.6440034202665694]",False,0.8832196480826234
cortical actin cytoskeleton,1.0823395592965477,0.7159753797828683,0.6474857465877965,1.726342979563117,"[0.43485381270875123, 0.6440034202665694]",False,0.8832196480826234
presynaptic membrane,1.0862093895122902,0.7021401114164147,0.6309219731133996,1.7746485400807357,"[0.4552874163988906, 0.6884391505684455]",False,0.8832196480826234
sarcomere,1.09107271035713,0.49068784307478197,0.8261846332993643,1.4216237425960834,"[0.26488807705776574, 0.3305510322389533]",False,0.687533547564084
tertiary granule membrane,1.0946579032223527,0.7648780742288168,0.574054589754876,1.9395461143739552,"[0.5206033134674767, 0.8448882111516025]",False,0.9080572211287924
postsynapse,1.0959718428955814,0.2968880433881057,0.9164262829501141,1.3038077859542165,"[0.17954555994546728, 0.20783594305863518]",False,0.5038733694122075
cytoplasmic vesicle,1.0978551889949633,0.07536189470728993,0.9898967291160232,1.215906750034372,"[0.10795845987894004, 0.11805156103940884]",False,0.224224896598233
transport vesicle,1.0999302335213041,0.4409486063834438,0.8507822381703237,1.4059471893097994,"[0.24914799535098042, 0.3060169557884953]",False,0.6479793545024997
apical plasma membrane,1.1014340045336923,0.38461382264633937,0.8746333505862655,1.3745211194533777,"[0.22680065394742688, 0.2730871149196854]",False,0.5829681211180364
intercalated disc,1.1014722484535076,0.6839836571350216,0.6175650278279814,1.8518315903011093,"[0.48390722062552616, 0.7503593418476018]",False,0.8832196480826234
apical part of cell,1.1052817317884935,0.3328023675089416,0.8932073433572271,1.3572689988819837,"[0.21207438843126647, 0.2519872670934902]",False,0.5385653110211912
mitotic spindle pole,1.1054178406773916,0.7552128552171355,0.5635340540084043,2.002279254415341,"[0.5418837866689873, 0.8968614137379494]",False,0.9055039706832322
microtubule organizing center,1.1081191646636555,0.15412963511373262,0.9607546883884247,1.2740706204997445,"[0.14736447627523075, 0.16595145583608906]",False,0.3407820372698125
centrosome,1.1125388797259665,0.19976809719313315,0.9410683838516946,1.3093152237863264,"[0.171470495874272, 0.19677634406035982]",False,0.4002038239554599
lysosomal lumen,1.113337508373133,0.6902301026415867,0.6354678524803065,1.8455311853370928,"[0.4778696558928265, 0.7321936769639599]",False,0.8832196480826234
nuclear envelope,1.1197166020852978,0.26620157551061197,0.908982031540829,1.3692897199746885,"[0.21073457054446876, 0.24957311788939074]",False,0.4672108889344825
centriole,1.1232665418411263,0.384235745227988,0.840238026314063,1.4798987703100546,"[0.2830285155270633, 0.3566322284689283]",False,0.5829681211180364
nucleus,1.1335551767600818,0.0005860760258731086,1.0549526654717531,1.2180165205259927,"[0.07860251128832862, 0.08446134376591097]",True,0.006141057488496486
extrinsic component of cytoplasmic side of plasma membrane,1.13397292898507,0.669990829792023,0.6224870894145828,1.9398301971930372,"[0.5114858395704872, 0.8058572682079672]",False,0.8823376501632653
synaptic vesicle membrane,1.1341279004516058,0.6114366204737334,0.6679525807050557,1.8334080512787372,"[0.46617531974655013, 0.6992801508271314]",False,0.8232191370624008
voltage-gated potassium channel complex,1.1425717733718102,0.5526800581179521,0.6997768724236908,1.788791534205634,"[0.44279490094811935, 0.6462197608338238]",False,0.7525191751775505
cell cortex,1.145477102653361,0.23154174855114792,0.9056057316441647,1.4354374427196357,"[0.2398713710091963, 0.2899603400662747]",False,0.43412305102275084
membrane raft,1.1494441308831087,0.2856925263573563,0.8836886634763146,1.4776053689690254,"[0.2657554674067941, 0.3281612380859167]",False,0.49179927751516334
site of double-strand break,1.1544379687668993,0.5145493539735981,0.6691681093750212,1.8911046657203592,"[0.48526985939187806, 0.7366666969534599]",False,0.7126804270553859
cilium,1.1555744383820066,0.06653975842343766,0.9872442478029294,1.3473470160287617,"[0.16833019057907717, 0.19177257764675515]",False,0.20559079205190353
ruffle,1.16226838367128,0.33372667563498637,0.8442704510518304,1.572161464349179,"[0.31799793261944953, 0.4098930806778991]",False,0.5385653110211912
sperm midpiece,1.1637927709369211,0.6325108049283896,0.5920284537668203,2.1140832845985122,"[0.5717643171701008, 0.9502905136615911]",False,0.8421828949599
cytoplasmic vesicle membrane,1.1670766066461895,0.027524955530000658,1.0158994130867551,1.3368713667228804,"[0.15117719355943438, 0.16979476007669092]",False,0.10874613578246162
presynaptic active zone,1.169846894487601,0.463749521561043,0.7072809035695818,1.851771870778924,"[0.4625659909180192, 0.6819249762913229]",False,0.6692433215341997
microtubule cytoskeleton,1.1718896856747287,0.005877739983895127,1.0462231448886714,1.3103563973166195,"[0.12566654078605732, 0.13846671164189073]",True,0.03632141887483911
presynapse,1.1726446043253038,0.11794659784235623,0.9513545823056492,1.4349992797785198,"[0.22129002201965464, 0.262354675453216]",False,0.2871225260606854
sarcoplasmic reticulum,1.173684696612441,0.48893912657374883,0.7341750658538349,1.8060872417364735,"[0.43950963075860616, 0.6324025451240325]",False,0.687533547564084
rough endoplasmic reticulum,1.1760396417035903,0.5394075003575322,0.6149664056729321,2.0917147430149803,"[0.5610732360306582, 0.91567510131139]",False,0.7386204976486662
endosome,1.178197477608454,0.02905660500248103,1.0146990904977802,1.3633503926399464,"[0.16349838711067388, 0.18515291503149234]",False,0.11115304453330044
phagocytic vesicle membrane,1.1832632231988793,0.616048204196602,0.5826816167112328,2.204610077880304,"[0.6005816064876466, 1.0213468546814248]",False,0.8248200956187838
photoreceptor outer segment,1.1841131387622086,0.38372557415134745,0.7616426604979069,1.7800476993559147,"[0.42247047826430173, 0.5959345605937061]",False,0.5829681211180364
spindle,1.186960721122123,0.08559943314399077,0.971082450309099,1.4412960084998938,"[0.2158782708130239, 0.2543352873777709]",False,0.2426995692670797
early endosome,1.1875690002079446,0.11730677097564587,0.948709762488285,1.4741712889748653,"[0.23885923771965967, 0.2866022887669206]",False,0.2871225260606854
basolateral plasma membrane,1.1917782591118964,0.1942345746478614,0.8989785906450005,1.5588195580972741,"[0.29279966846689587, 0.36704129898537774]",False,0.39336581924482855
intracellular membrane-bounded organelle,1.1965775217716856,7.66304569836511e-06,1.1050195029332865,1.2964247101901583,"[0.09155801883839909, 0.09984718841847262]",True,0.00015389950110883264
SWI/SNF complex,1.2007143321432427,0.5054548442431589,0.5908844409487528,2.2391456579651345,"[0.6098298911944899, 1.0384313258218918]",False,0.7041307367780422
protein-containing complex,1.207210314436436,4.457286165626058e-07,1.1217301633303163,1.2989670638387651,"[0.08548015110611962, 0.09175674940232925]",True,1.34275745739485e-05
late endosome,1.2082737889761617,0.1678356549541594,0.911180140942247,1.5808718157015844,"[0.2970936480339147, 0.37259802672542275]",False,0.35795037915002137
centriolar satellite,1.2113410929853734,0.267531546360824,0.8411899023666181,1.7052386061427711,"[0.37015119061875534, 0.4938975131573977]",False,0.4672108889344825
recycling endosome,1.2122539922819915,0.256598468780364,0.8606750698488929,1.6737005435248307,"[0.35157892243309863, 0.4614465512428392]",False,0.4597988721042912
other,1.2166489523460258,0.09569450877072327,0.9596866480428787,1.528097675476113,"[0.25696230430314704, 0.3114487231300873]",False,0.2532366723078207
nucleoplasm,1.21927976325648,8.201942022652635e-07,1.126644694764389,1.3189429355298763,"[0.09263506849209091, 0.09966317227339627]",True,2.1962978082880947e-05
lysosome,1.2194669702268748,0.03164707907980997,1.012343841111804,1.4608386242160283,"[0.2071231291150708, 0.2413716539891535]",False,0.11733763166514159
secretory granule lumen,1.220981598384882,0.20425340392747537,0.8767696528843364,1.6690127782477564,"[0.34421194550054557, 0.44803117986287444]",False,0.4002038239554599
transcription regulator complex,1.2257663496194346,0.029597780267984514,1.0155481132942186,1.47113660544156,"[0.21021823632521608, 0.24537025582212535]",False,0.11145414132162919
lysosomal membrane,1.2306351119879633,0.08696664784290342,0.9651715978883868,1.5538628933599528,"[0.26546351409957647, 0.3232277813719895]",False,0.2433370631375456
synaptic vesicle,1.2338798371665038,0.20424146952258002,0.8645121659449136,1.7237102861046596,"[0.3693676712215902, 0.48983044893815575]",False,0.4002038239554599
mitotic spindle,1.2358983741346752,0.1718267464582697,0.9051294786428238,1.6602184795449777,"[0.3307688954918514, 0.4243201054103025]",False,0.36322667109122675
late endosome membrane,1.2420968890749609,0.25822667171363234,0.8284352821895525,1.811197042820872,"[0.4136616068854083, 0.569100153745911]",False,0.4597988721042912
basal plasma membrane,1.2446963789192587,0.08885336745271374,0.9590234449670619,1.5973577439887399,"[0.28567293395219673, 0.3526613650694812]",False,0.2433370631375456
microvillus,1.2491598067585745,0.35505587885863327,0.7332193809685195,2.0280582780264758,"[0.5159404257900551, 0.7788984712679012]",False,0.5592710248688276
midbody,1.2498960865469508,0.11617118852898006,0.9375688525506002,1.6434497813039062,"[0.31232723399635065, 0.39355369475695534]",False,0.2871225260606854
aggresome,1.2600271905647307,0.4561810237044974,0.5715323633179672,2.5021880170869726,"[0.6884948272467635, 1.242160826522242]",False,0.6622869079083367
perinuclear region of cytoplasm,1.2602401193614754,0.004877886851994076,1.0710662520591767,1.4768008690899674,"[0.18917386730229868, 0.21656074972849204]",True,0.031772181927853305
histone methyltransferase complex,1.261535466734882,0.23408876294377157,0.8231928782112257,1.874685365641833,"[0.43834258852365626, 0.613149898906951]",False,0.43412305102275084
axoneme,1.2627683114403156,0.1145100113530265,0.932481897399996,1.6840294873586412,"[0.33028641404031966, 0.42126117591832557]",False,0.2871225260606854
ficolin-1-rich granule lumen,1.2638636049173537,0.4117271629354615,0.6406002523480009,2.3071702395963083,"[0.6232633525693528, 1.0433066346789546]",False,0.6162784028658165
acrosomal vesicle,1.2660085879759804,0.22024845189730247,0.8494031647219656,1.8369888194540063,"[0.41660542325401473, 0.5709802314780259]",False,0.4201963431239294
microtubule,1.268346889387299,0.009856404924974024,1.056279023171497,1.5149852212799122,"[0.21206786621580198, 0.2466383318926133]",False,0.05450464359327053
azurophil granule lumen,1.2686663925157737,0.47220379197362383,0.6003125770410839,2.4413213391632413,"[0.6683538154746899, 1.1726549466474676]",False,0.6733793719860554
nuclear matrix,1.2767120654636157,0.14908700373298228,0.9015781681613851,1.771713930542785,"[0.37513389730223057, 0.4950018650791692]",False,0.33579409252008163
early endosome membrane,1.3082991897679137,0.09034368542733381,0.9478271181870314,1.7751478940411944,"[0.36047207158088235, 0.46684870427328073]",False,0.2446385189661511
sperm principal piece,1.3085984983482382,0.44450197482749915,0.5923780553324118,2.6059952341930415,"[0.7162204430158263, 1.2973967358448033]",False,0.6492422783844078
dendritic spine,1.3101524857788094,0.06573129364954977,0.9666885663234994,1.748850711303705,"[0.34346391945530996, 0.4386982255248957]",False,0.20559079205190353
cytoplasmic side of plasma membrane,1.310839261866963,0.15269786299189225,0.8840564194622617,1.8941447879652298,"[0.42678284240470143, 0.5833055260982667]",False,0.340742453528204
phagophore assembly site,1.317242246631545,0.38240266567833747,0.6453872893143334,2.4712716934763863,"[0.6718549573172116, 1.1540294468448413]",False,0.5829681211180364
cytosol,1.3323815438060822,7.713944934566588e-14,1.2357551831845113,1.4361699552152314,"[0.09662636062157093, 0.10378841140914918]",True,9.295303646152739e-12
site of DNA damage,1.3352458907284563,0.17447117128769396,0.862876149560288,2.0020326028863216,"[0.4723697411681683, 0.6667867121578652]",False,0.36322667109122675
cleavage furrow,1.3458944957268997,0.29908444409852525,0.7487635491809057,2.2857220258508577,"[0.597130946545994, 0.939827530123958]",False,0.5040514057884237
spliceosomal complex,1.3470977949687397,0.07143217755397133,0.9577432700508656,1.8589719206893538,"[0.38935452491787415, 0.5118741257206141]",False,0.21518943488133863
recycling endosome membrane,1.3499791788986775,0.19391502476894149,0.8120989704976018,2.15045090412118,"[0.5378802084010756, 0.8004717252225024]",False,0.39336581924482855
cytoplasm,1.354014557346074,2.2494002346681175e-14,1.2505424253388329,1.466856506529445,"[0.10347213200724115, 0.11284194918337098]",True,5.421054565550163e-12
ficolin-1-rich granule membrane,1.3618901678080901,0.24670187871264523,0.7713935705662887,2.279996996650279,"[0.5904965972418015, 0.9181068288421887]",False,0.4504178240132386
nucleolus,1.3626722090747245,1.4441701885055216e-05,1.185659761090278,1.56178715097689,"[0.1770124479844466, 0.1991149419021654]",True,0.0002486035824498791
male germ cell nucleus,1.3789752741457943,0.221431267953274,0.7509388875821842,2.383848706101679,"[0.6280363865636102, 1.0048734319558845]",False,0.4201963431239294
brush border membrane,1.3789752741457943,0.221431267953274,0.7509388875821842,2.383848706101679,"[0.6280363865636102, 1.0048734319558845]",False,0.4201963431239294
axonal growth cone,1.386423736829268,0.3497847328127658,0.6530146810231033,2.6851067059879004,"[0.7334090558061647, 1.2986829691586323]",False,0.558265699389911
small-subunit processome,1.3888895495639493,0.32929122982801723,0.6266590161877952,2.7788093943510477,"[0.7622305333761541, 1.3899198447870984]",False,0.5385653110211912
podosome,1.3888895495639493,0.32929122982801723,0.6266590161877952,2.7788093943510477,"[0.7622305333761541, 1.3899198447870984]",False,0.5385653110211912
brush border,1.3903375823329678,0.09629740908741671,0.9113368356702353,2.0603528752320566,"[0.4790007466627325, 0.6700152928990888]",False,0.2532366723078207
kinesin complex,1.3939838116779,0.12138486972473375,0.8840861878495132,2.1249553171483573,"[0.5098976238283868, 0.7309715054704573]",False,0.29190197679671265
condensed nuclear chromosome,1.3950956959041116,0.14393670790418733,0.8764283442041532,2.1438932946100215,"[0.5186673516999585, 0.7487975987059099]",False,0.32725232646140706
endosome membrane,1.3961262515897,0.0009703978531742808,1.1422702919744292,1.695835585616555,"[0.25385595961527074, 0.29970933402685507]",True,0.00812616504580945
microtubule plus-end,1.4083209963241174,0.28116956829673456,0.6876630276670008,2.654544409576669,"[0.7206579686571166, 1.2462234132525516]",False,0.48749543855764776
Golgi stack,1.4089769987453415,0.04118320003235644,0.996551890114117,1.9539865244658006,"[0.4124251086312245, 0.545009525720459]",False,0.14813658519101347
